LABEL,TEXT,URL,EMAIL,PHONE
smishing,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx CallsÂ£1/minmoremobsEMSPOBox45PO139WA,No,No,Yes
spam,Dear Cardmember One Assist membership fee have be debit on your card end XXXX Membership will be process and Welcome kit dispatch shortly,No,No,No
spam,WhatsApp code 625-886,No,No,No
spam,Body: Lie on your back. Raise your legs straight up in the air. Bring them towards your ribcage. Keep each movement slow and don't let your legs swing about.,No,No,No
smishing,get full body massage  in bloom spa  by trained female therapist in vasundra sec  opp jaipuria school call,No,No,No
spam,dear rider  get  off your rides across delhi ncr thats almost rskm promo ncr sit back  relax  uber it everywhere details tubercomncr,No,No,No
spam,pmin local mobile  std mobile calls  val days recharge kare rs se,No,No,No
ham,Ya just telling abt tht incident..,No,No,No
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,No,No,No
ham,"Haha, just what I was thinkin",No,No,No
spam,Qantas: Collect your 138000 qantas points now or they will expire soon. Reedem on hitps:// faq-qantas.com,No,No,No
smishing,Dear your SIM document verification be pending please contact quickly customer care XXXXXXXXXX your service will be stop within XX hour,No,No,No
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,No,No,No
spam,the shoe cult is back flat  off on bellies  wedges  heels  flats and more styletag starts rs tc apply cod available visit httpgooglprkdx,No,No,No
smishing,hurry last  days left bhk homes solitaire thane rs lacs  avail special offers till th may all slabs completed wadhwa group call,No,No,No
smishing,Dear customer your Kotak Card point worth XXXX expire by tomorrow Kindly redeem your point in cash by click here www.thepoints.in muskan,Yes,No,No
smishing,Dear Custmer Your ATM Card has been Blocked By State Bank Of Pakistan Due To Non Verification Yet If You Want To Keep Using Your ATM Card Call us,No,No,No
smishing,this new year  ida brings you pg diploma programs and workshops to make  a memorable year to know more call,No,No,No
spam,dear customer   you successfully added  gb to your line the gb will be valid till   thank you allo this time it s for me,No,No,No
spam,Anjana Amazon urgently recruit for part-time job you can earn XXXX-XXXXX Rs every day add Whatsapp wa.me/919907663510,No,No,Yes
smishing,[Amazon ]: Your account has been locked. Verify your account before 24 hours http://unbouncepages.com/9cab67538ed2d7d7dc4606a61d2d4ba1/,Yes,No,No
smishing,blockbuster offer free couple movie vouchers worth rs on everythin apply gift voucher movie checkout only for today at httpmsggdsdlbgisir,No,No,No
smishing,special offer only for u rc valid for days rc  offers local mobile calls at pmin for daysrecharge or dial  to activate,No,No,No
smishing,Yello! Subscribe andÃÂ  listen to Daily sermons from Bishop David Oyedepo on MTN Subscription Devotional Service @ N100 per month.Dial 450117(TOLLFREE) now,No,No,No
smishing,kam se kam se kam daam  vishal megamartbuyget freemens shirttrouserbg free tshirtsgv free on rs from garmentstcto opt out call,No,No,No
spam,Winter Clearance Sale is LIVE NOW! Avail UP TO 30% OFF on your favorites before stock runs out. Visit Cambridge store or shop online: www.thecambridgeshop.com,Yes,No,No
smishing,"Dear customer Congratulations You be winner from paytm mall online company you win 1st.price Tata safari car And Amount price be Rs.15,80000.00 Registration Service Charge Rs .. 6500.00 -TR paper service charge Rs.6500.00- on 24/09/2019 Deposit only for Details Contact and SMS US Helpline no XXXXXXXXXX",No,No,Yes
spam,"ATO Hi you be suspect in cryptocurrency Tax Evasion To avoid a fine of 33,000 AUD visit http://ato.gov.au.penalty.claims and connect your wallet",Yes,No,No
ham,One of best dialogue in cute reltnship..!! \Wen i Die,No,No,No
spam,jet airways introducing jetadvance  a convenient option to prepone your flight by up to  hours for just inr  bitlyadvw,No,No,No
smishing,to know about new services for you  dial  tollfree and stay updated with idea services on our newly launched g network,No,No,No
smishing,Your electricity power will be disconnect tonight at 9:30 pm from electricity office because your previous month bill be not updated please contact immediately with our electricity officer at XXXXXXXXXX thank you,No,No,No
spam,Dear Customer the expected time of resolution for the temporary connectivity issue in your area have be extend to 29/08/2019 01:00 PM.We regret the inconvenience cause Team Spectra,No,No,No
ham,I tot u reach liao. He said t-shirt.,No,No,No
spam,dominos cheesy pizzas are calling uget  off on  abovecall orderonlinemobile dominoscoin cpn crmefbdc vld till maytc,No,No,No
smishing,update hi  jagdish  weston wel  cm  led tv hd ready from your paytm order  has been shipped by the seller  via delhiverysurface with the tracking  s  your cashback on this  product will be added to paytm wallet within  hrs or you can visit your orders section on paytm  claim it now  nbspnbspbig brands bigger discounts upto  off on fashion electronics  a lot more visit  httppytmebd  nbsp,No,No,No
smishing,Super IN! 70% of you say that Converse shoes are IN & only 30% of you say it is OUT In or Out  but they sure do look great & are comfy to wear. Missed it for the first time around? Vote again! What do you think  are converse shoes IN or OUT? ^In/Out,No,No,No
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,No,No,No
smishing,UPTO Rs X LAKH OFF On Popular Used Cars India 's Biggest Car Mela DROOM XX-XX Sept Hurry Buy Now http://goo.gl/N8uSjc Call Free -XXXX XXX 070704er do n't support,Yes,No,No
spam,last day of big bang sale at askmebazaar today  upto  off  extra  mobikwik cashback on top merchandize hurry httpgooglzeotxs,No,No,No
spam,steve madden sale goes bigger buy   get flat  off  valid from nd to th jan happy shoepping tc,No,No,No
smishing,shop at the first citizens fiesta at shoppers stop or homestop  get discount vouchers worth rs  for offer details click bitlyfiestar tc apply,No,No,No
spam,Try out today the LOVE METER to calculate whether you two are the perfect match! Send your name + your partner name to 33550. N50 Ex: Bello + Passion,No,No,No
ham,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",No,No,No
spam,flat rs off only for today get a set of  nova rechargeable hair trimmers at rs only on ebay use coupon newbuyer on  httpgooglqtttbp,No,No,No
smishing,experience our newly launched mobile app with a host of conveniences right at your fingertips download our app today  feel empowered available on android tata power,No,No,No
smishing,seed infotech grand diwali dhamaka offerget  to  off on job oriented programs through lucky drawwalkin to participate at seed infotech  vidhyapati  race course road near zanzeerwala square indore call,No,No,No
smishing,"Is 9091859321your number? If yes  send ""YES"" to 38255 to get expert Football match analysis from SUNDAY OLISEH  live from Brazil. Service is FREE for 2 days!",No,No,Yes
ham,I accidentally deleted the message. Resend please.,No,No,No
smishing,ork with the Live Project of MNC.Earn Rs.7000/-m.SMS sending Job from Home. Call? 9609791352 or 9933042936.www.cyberjob.in-Sent 4rm 160by2.co,Yes,No,Yes
spam,bhagwandas  co lalgate flat disc on branded casual  formal shirt   wrangler jeans flat  disc on  branded suiting shirting hurry limited  stock,No,No,No
spam,yepme super saver offer get any  tees at just rs only shop before the stock ends buy now on yepme app mdealcotmtqodiwodq,No,No,No
ham,Update your face book status frequently :),No,No,No
smishing,Stay connect on trip Add the T Mobile Travel Pass to your account for X day Get 512MB of LTE data and unlimited talk in 210+ country and destination Book it in advance at http://t-mo.co/2W5WBAY,Yes,No,No
spam,1.South Sudan leaders agree to form new govt 2.Iraq loses 2nd-largest city to terrorist;Hundred thousands flee Mosul 3.Reuven Rivlin elected president of Israel,No,No,No
ham,Am i that much bad to avoid like this?,No,No,No
smishing,Dear customer your STANDARD CHARTERED Visa Card point worth Rs XXXX expire by 14/6/2018 Kindly convert your point in cash by click here http://XXXXX,Yes,No,No
smishing,Welcome to Premiumm R10/ day subscription Send STOP PREMIUMM to XXXXX to cancel Help XXXXXXXXXX,No,No,No
smishing,Your OTP to escalate your interaction be XXXXXX This password be valid for one transaction or XX min whichever be early Do not share it with anyone,No,No,No
spam,naj offers best deal of the year bring home sri mahalakshmi devi with naj gold  diamond jewelry on this auspicious day of akshaya tritiya offers last today,No,No,No
spam,rs gb g data  days    vodafone retailer se recharge karein  iphone s deal httpamzntohfrrlz,No,No,No
spam,rsloc psec days rsloc airtel pm  days rs loc mob secs days  st min rs offer from retailerdial  till jun,No,No,No
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,No,No,No
spam,dear dr amai ekm dist conferencesunday kakkanadworkshopabkari act cmecosmetology women s clinic consortiomdetails follws,No,No,No
spam,westpac Revolut XXXX please cancel thistransaction if this be not you westp-help.com,No,No,No
smishing,hans hyundai book now grandxcent available with benefits upto rs  also get a chance  to win  cash back on exshowroom price call hans hyundai   tc,No,No,No
smishing,dear sirmadam   download justdial app and win an ipad  httpjsdlinapps  click here to see contact details of dhan shree computers  communications  httpjsdlinfrtfc   dhan shree computers  communications    ratings no  ground floor  opp to wipro park  koramangala  block st mn rd  koramangala  bangalore     read terms of contest httpjsdlinmobiletccontest,No,No,No
smishing,Get FREE N1400 to call all network in Nigeria and unlimited access to WhatsApp for X day Recharge N200 to enjoy this bonus All Bonus be valid,No,No,No
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,Yes,No,Yes
spam,this winter season get exciting offer buy  get  off  buy  get  ang buy  get   off   tcat kidz lifestyle  street fashion camp   near geeta bhawan wali gali  sirsa,No,No,No
spam,exclusive offer only for today additional  off on domestic hotel bookings at makemytrip with axis bank cards max discount rs  validity  tc,No,No,No
spam,dac promoters  ready to occupy flats in kundrathur juz mts from main road only two flats avail in your budget  bhk  lacall incl for booking your,No,No,No
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,No,No,No
spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk,No,No,No
smishing,I KIDNAPPED YOUR DAUGHTER/SON CALL ME NOW BEFORE I KILL HER DO N'T TRY ME PREPARE A RANSOM OF 10K NOW,No,No,No
ham,No way I'm going back there!,No,No,No
spam,Please secure your device as a trusted user below to continue use our mobile application http://XXXXX,Yes,No,No
smishing,bhk flat for resale starting  rslacs onwards in greater noida contact for fresh bookings in noida and greater noida in any project,No,No,No
smishing,dear rider   days left get your friends to ride on uber  win a month of free uber rides tca details here  tubercomofchero  uberchd,No,No,No
spam,EE We be unable to process your late bill In order to avoid fee update your bill information via http://ee update.ref103.com ÃÂµe=2,Yes,No,No
spam,flashsale exclusive oscar  inch hd led httpgooglxtuemc  get upto  off on dh httpgoogljnypsw  code grabit extra  mobikwik cashback,No,No,No
smishing,MULTI BAGGER JACKPOTT Stocks SURE SHOT INTRA DAY TIPS EARN XXX PROFIT With XXX ACCURACY JOIN FREE Register Your Name Number on WWW.MIDCAPGAINS.COM,No,No,No
spam,FESTIVE SALE! FLAT 25% OFF (ENTIRE COLLECTION) 30th MARCH ONWARDS in stores & online: http://bit.ly/3TXcrgH Celebrate happiness in season's trendiest styles,Yes,No,No
smishing,Hi I be TOBI from Vodacom Your Acc XXXX be due on 2020/12/01 for R. XX To pay or manage your account reply ACC or use WhatsApp click http://wa .me XXXXXXXXXXX text manageaccounts Stay Safe Vodacom,Yes,No,No
spam,get  discount on o  o   sara facials  hair rebonding  smoothning  hair loss treament  silk treatment  damaged hair treatment  hair fashion color  highlights  body massage   acne treatment  dark circles treatment  skin tightning treatment  party  bridal make up  at srn group  ph,No,No,No
ham,Hi! This is Roger from CL. How are you?,No,No,No
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,No,No,No
spam,big  days of sportswear  brandfactory leading sportswear brands now at rs onwards sports footwear uptors now at rs valid till th jan tc,No,No,No
smishing,spread the christmas cheer with peter england buyget free  only for the privileged members till stocks lastnot valid in rajasthanuse codesyrztc to opt out call,No,No,No
smishing,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",No,No,Yes
spam,i kidnap your daughter if you want your daughter safe bank in XXXX now DONT REPORT POLICE U REPORT I WILL KILL HER,No,No,No
spam,mothers day celeberations at vineet sarees flat  off on all exclusive sareesonly for  days  lajpat nagar   shipra mall,No,No,No
smishing,last  days  reward points are expiring on dec redeem at upto  off sale on statebankrewardzcom mobile app bitlyjuxwka,No,No,No
smishing,There have be suspicious activity on your account To lift the block that have be place please visit http://aibonline -digitalnotices.com/,Yes,No,No
smishing,INR 7613.00 You can pay through this link http://rzp.io/i /zRFOoww9eHReminder Aditya Birla Health Insurance have request payment of INR 7613.00 You can pay through this link http://rzp.io/i/Jd11g0qg,Yes,No,No
spam,dear relianceone member last day today for reliancetrends republic day specialshop for rs  get apparel worth rsfree cashback on sbi creditcardtc,No,No,No
spam,Fulfilling the ambition could mean taking the risk. Be brave as fortune favours the brave. Just stand up and take action.,No,No,No
ham,We left already we at orchard now.,No,No,No
smishing,move ahead with galaxy s  s edge buy now  get gear vr   off click resuioapfvlfx to know more tc apply,No,No,No
spam,JANUARY 2016 STATEMENTA/c: 2XX..42XStartBal: NGN548.25Dep: NGN1.55Wdr: NGN4.16Endbal: NGN545.64CFC:01-2808822,No,No,Yes
ham,When ü login dat time... Dad fetching ü home now?,No,No,No
ham,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...,No,No,No
ham,Yes! How is a pretty lady like you single?,No,No,No
smishing,portin to delhis only g network and get airtel postpaid with mins  sms for rental mins  sms gb g for rental contact  sameer,No,No,No
smishing,you are charged rs  for service friendsmschat of renewal date  for desubscribe send sms stop to,No,No,No
spam,sdcindira nagar  dear parent   important  please note the change  as per dm order now the school timings from th april  for classes   pg   am to  am  nur  kg    am to  am  class  to     am to  noon,No,No,No
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,No,No,No
ham,"I'm in a meeting, call me later at",No,No,No
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,No,No,Yes
spam,hi the order for o whitening mask with tracking id fmpp will be delivered today before pm,No,No,No
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",No,No,No
spam,collection achieved till date is very poor against overdue outstanding  sr  management is daily  reviewing collection performance seriously we are unable to answer in their  conference calls  request to speed up collections with special follow up  yesterday i have not received any collection report,No,No,No
ham,Stupid.its not possible,No,No,No
spam,Come to our post office to get your delivery package http://mydaysy.es/a-d-f/ mm5w,Yes,No,No
spam,super saver offer  flat rs instant discount on domestic flights use code mmtdf hurry  book now only on makemytrip app mdealcotmjcynzymde,No,No,No
ham,"Yes, princess. Toledo.",No,No,No
ham,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..,No,No,No
smishing,use my referral code abhishek to sign up for jugnoo autos and get a  cashback coupon download the app here httpsharejugnooindcfcscripnqds,No,No,No
smishing,facebook double dhamaka dial  and get instant offline access and free birthday reminder messages live news dial,No,No,No
smishing,Dear customer your SBI CARD point worth INR XXXX expire by today Kindly redeem your point in cash by click here www.propointx.com,Yes,No,No
smishing,BNZ New payment of XXXX NZD to bededucted on 06/05/22 View payment or cancel it via,No,No,No
spam,"NOIDA Hottest Property On Express Way * Today Homes Ridge Residency at Sec 135 with2,3,4 BHK available in 2370p/sq. fts *For Query call@9250230534",No,No,Yes
spam,get best interest rate for your deposit under tmb  days deposit scheme  for public   for senior citizen limited period offer,No,No,No
spam,Crisis grant of ÃÂ£ XXXX be now available for individual who need support during the COVID XX pandemic To check eligibility visit http://gov.aliaf.uk/apply,Yes,No,No
spam,roalmart wf diwali spl offer haldirams soanpapdi g off bournvita g pedigree pc kg nova trimmer lo dinnerset pc  conditions apply,No,No,No
ham,Can Ì_ call me at 10:10 to make sure dat i've woken up...,No,No,No
spam,career explorer beckonshope you have had a look at the opportunities available across vodafone india this weeklog on and apply now,No,No,No
ham,Ok that's great thanx a lot.,No,No,No
ham,I dun believe u. I thk u told him.,No,No,No
spam,happy birthday ravi get extra  cashback on next star restaurant checkin or spasalon booking use code salu enjoy  httpbitlyrzunu,No,No,No
spam,Be spontaneous in life  it brings the best out of you sometime it even surprises you too.,No,No,No
spam,Enjoy upto 40% OFF with Cambridge as Biggest Sale of the Season continues. Update your wardrobe today & visit nearest Cambridge store right away.,No,No,No
ham,I'm going out to buy mum's present ar.,No,No,No
smishing,PUNCH NEWSMONDAY 4TH AUGUST 20141. Re-elect my husband Amosun?s wife urges voters2. 2015:Don?t campaign for me yet -Tambuwal3. Only collective efforts can rescue Nigeria ?Fashola4.Traditional banks may not exist by 2025? PwC4. Mourinho wants to keep Mikel(MTN is not liable for this message),No,No,No
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",No,No,No
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,Yes,No,Yes
spam,big annual sale of ctc mall moti nagar starts from  get upto  off on saree suits lehngas menswear footwear rush only at ctc mall moti nagar,No,No,No
smishing,dear hdfc bank creditcard member get taj prepaid gift vouchers worth rs free on subscribing to the economist subscriptions economist com ind ef valid till staug  tcapply,No,No,No
ham,Is xy going 4 e lunch?,No,No,No
smishing,wn  bhk in bulland elevates gaur township nda ext spcl  week ffer nly lacs all incl free parkingclub possno mid call,No,No,No
smishing,aligra spa noida sector  k  exclsf offer  in  massage mintvalidity till  jan  call,No,No,No
smishing,wow sunday special grocery sale extra  off on lowest prices use code sms free home delivery shop now for big savings wwwaskmegrocerycom tc apply,No,No,No
ham,Hey... Why dont we just go watch x men and have lunch... Haha,No,No,No
spam,dear student  new batch of gate starting from th dec limited seats left hurry enroll today  ice,No,No,No
ham,Xy trying smth now. U eat already? We havent...,No,No,No
ham,Thanks chikku..:-) gud nyt:-*,No,No,No
spam,get mb g data days on rs get gb g data days on rs benefit in  hroffer till mayvisit myairtel appchrgs apply bitlymyairtel,No,No,No
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,No,No,No
smishing,gulshanr  hlo    sent free from hike reply at standard sms rates    download hike at httphikein to chat for free,No,No,No
spam,rsloc mobpmper day st min redays rsloc airtel mobpmper day st min redays offer valid today get it on myairtel app airtelinapp,No,No,No
spam,feelthe differance inspa get any massageby thai therapistcall    get  therapiesonly  newyear  offer bythe spacastle,No,No,No
spam,punjab jewellers offers  making on diamond jewellery  starting from  in gold on the occasion of akshay tritiya rush valid till th may only tcapply,No,No,No
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625",Yes,No,Yes
spam,dear hdfc bank creditcard member now get  discount max rs per month on all movie tickets booked on the bookmyshow mobile app valid till mar  tcapply,No,No,No
ham,Thats cool princess! I will cover your face in hot sticky cum :),No,No,No
smishing,PRERNA-TUTORS Provides / Requires HOMETUTORS for all class   subject & area in DELHI (All Boards). For details   call: 9999809222 9999809333 www.prernatutors.com,Yes,No,Yes
smishing,get squeaky clean home with deep cleaningtrained teamlatest equipments and eco friendly chemicalsbook  wwwrepairwalecom or call  get  off,No,No,No
ham,"Jay told me already, will do",No,No,No
spam,flat  off on fidato men accessories combo of   inr  only on askmebazaar  buy now httpgoogljwhll  extra  cashback on mobikwik,No,No,No
spam,isi liye i moved out of campus snigdha denied for today n u wont go tomorrowhow to plan the trip,No,No,No
smishing,grab d offer to own dream home in regions st green residential project maya garden avenue best location in zirakpur  bhk luxury flats call naveen rawat mgr sales,No,No,No
spam,Malware warning: A hacker has tried to gain entry to your private information. Protect your data immediately by visiting https://xxxxx,Yes,No,No
smishing,Dear customer your ATM card Has Been Blocked By State Bank Due To Non-Verification Yet If you Want To Keep Using Your ATM CARD Contact Us XXXXXXXXXXX,No,No,No
spam,Play it cool with all-new Spring Summer collection from John Players. Rush to stores now   grab the hottest stuff & make a style statement this season!,No,No,No
spam,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!",No,No,No
smishing,special offer save  ideal home rechargable cordless lady hair shaver   free lipsticks  just rs  call  now  get extra  off code,No,No,No
smishing,It takes between 2 & 21 days for someone infected with Ebola to show the symptoms. Get the preventive measures against Ebola today!Send HEALTH to 38296! Service cost N10 daily,No,No,No
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,No,No,No
ham,What Today-..sunday is holiday..so no work..,No,No,No
spam,rakesh sharma rakesh sharma  let your tshirt reflect your style check out our wide range of stylish graphic tees available on kraftly shop now at httpkraftlyjdvkdb,No,No,No
spam,lowest wholesale pricesmetro buy sunrich sf oil  litre tin rs  kg sugar rskg   valid till th may pmtc,No,No,No
spam,dominos shubho noboborsho celebrationsget  off on  todayenjoy with friends  familycall  orderonlinemob dominoscoin cpn crmdbbd tc,No,No,No
smishing,godrej properties launches ananta  amrut with  bhk airconditioned homes with modular kitchen godrej prana  undri  pune avail  payment plan  special launch offers homes from rs l only call  iphone users turn dial assist off,No,No,No
spam,we have received your request for dance instuctors as a next step you will be hearing from interested classes over the next  hours,No,No,No
spam,dont miss hr supersaver sale pm  pm today flat  off on grocery save upto rs use code ss for this offer wwwaskmegrocerycom tc apply,No,No,No
smishing,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. Preview not available 2:11 PM",Yes,No,No
smishing,summer special buy  get  free on shirts  yepme brings you trends for the season offer ends soon shop now on yepme app mdealcotmjkodqnju,No,No,No
smishing,avail preapproved personal loan upto  lacs with nil foreclosure and partpayment charges only from bajaj finance sms elite to  tc,No,No,No
spam,NHS You be eligible to apply for your NHS COVID pas If you do not apply you may be fin To apply for your pas go to nhs.digital-get pass.com,No,No,No
ham,You will be in the place of that man�so be alert�,No,No,No
smishing,MusstBuy-For Rs300 get a stylish haircut & a mens shave worth Rs650 @ Scissors Enrich Spa Koramangala Valid-21Mar-20Apr T&C Reply A to get code NOW Chrgs Rs10,No,No,No
smishing,hi hardik   our numbers have changed please note our new number   you can download brand new jd app to search you are entitled to  free movie tickets at pvrcinemax cinemas this week if you download  register on the app now ticket codes will be instantly smsed to you  click here httpjsdlindownload  hurry offer closes soon,No,No,No
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,No,No,Yes
smishing,Handa Payment Reminder Please pay your pending due in just X click Log on to Dhani App Click on OneFreedom Banner Pay use multiple easy payment option in X click Also get upgraded to a Higher Credit Limit at X Interest within XX day of pay your due Pay Now http://1kx.in/kiBJAF,Yes,No,No
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,No,No,No
spam,weekend offer get flat  off on winter stock only for  days   so hurry up don t miss the chance at kidz lifestyle   street fashion camp   near geeta bhawan wali gali   sirsa  tc apply,No,No,No
smishing,rsloc mob pmst mindayredays rs locstd mob seconds days offer valid todaydial  or download myairtel app click airtelinapp,No,No,No
smishing,havmor surprisesbuy any burger  get  free valid for    march  at havmor eateries ahmedabad till pm cpn aa tc apply,No,No,No
spam,now enjoy gb g data on reliance g pack of rs validity  daysdial  for best offersreliance g,No,No,No
ham,make that 3! 4 fucks sake?! x,No,No,No
spam,Get the callertune  U go kill me remix by Sarkodie ft wizkid,No,No,No
spam,Vote Linda Scott Labor for Sydney 's future Do n't risk a fine Vote in today 's City of Sydney election How to Vote lindascott.org.au/ vote,No,No,No
smishing,Dear Customer your ATM Card have be block because you do not update it yet If you want to activate your ATM Card please contact with us at XXXXXXXX,No,No,No
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",No,No,No
smishing,Hi Humans be not the only one that need protection from virus our device need it too Norton Security can protect your device from malware phishing and virus from only R15 pm Dial XXX XXX now Click http://bit.ly/3gqNqXw for more info T Cs apply Opt out Dial XXX XXXX Vodacom,Yes,No,No
spam,Dear Honourable Colleague,No,No,No
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls ??1/minMobsmoreLKPOBOX177HP51FL,No,No,Yes
spam,hi ashutosh  the biggest sale in town globus now flat  off on majority items on globus  f on   th jan only rush to globus tc,No,No,No
smishing,ALERT You send XXX to service USER.com.au Transaction ID 16G7741T90521A To cancel click here www.ref paypay.site,Yes,No,No
smishing,SCOTIAMOBILE Your account be disable for security Restore your service below http://scotiamobil e.slsmlsdsec.com/ S,Yes,No,No
spam,flat rs off on your taxiforsure ride on the ola app in delhincr use code flat on the ola app httpbitlyolacabs valid till th feb tca,No,No,No
spam,hi nitin  celebrate this diwali with festive offers  globus shop for rs  and get a gv worth rs  rush to globus now tc,No,No,No
spam,get the latest trend in biggest fashion bonanza sale  bazaarcartcom get flat  off on rs coupon  fash visit  httpbitlyokybag,No,No,No
smishing,hair  beauty services by our experts at your home  rs off on ur first app booking promo code mgl download app on httpwwwmyglammcomapp,No,No,No
spam,"7. Dear customer, we kindly invite you to our head office tonight at 08:45 pm. Please bring identification for verification. Thank you.",No,No,No
spam,Mothers Pride announces the Grand Baby Show on 13th March  Sunday. Register children between 0-3yrs by 12th March  4pm by visiting any of our branches or ONLINE.,No,No,No
ham,Am surfing online store. For offers do you want to buy any thing.,No,No,No
smishing,super impressive win rs shopping voucher in a week score  more points for a chance to win call   rsans  play win  lakhs goldtnc,No,No,No
ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",No,No,No
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,No,No,No
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,No,No,No
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",No,No,No
spam,indias largest sunglasses sale  get one for yourself  rs only choose from  aviator  wayfarer styles shop now  wwwlenskartcommask,No,No,No
ham,I not busy juz dun wan 2 go so early.. Hee..,No,No,No
smishing,Dear Customer Your PAYTM K Y C have be expire today customer care service PH XXXXXXXXXXX call immediately Your account will be block within 24hrs Thankyou X Vodafone,No,No,No
spam,global launchskylark ithacawhitefields  bangalore book price  get  assured returns in yrs visit us on jan   hotel shangrila delhi,No,No,No
smishing,last  days at croma annual clearance sale get the best offers on wide range of electronics   cash back on hdfc bank cards visit httpgooglikji tc,No,No,No
smishing,A relationship doesnt builds by just shaking hands in the best times. But it blossoms by holding the hands firmly in the critical times.,No,No,No
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",No,No,No
smishing,low price shops in crossing republic  nh with assured return win car  assured gifts on every booking call,No,No,No
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,No,No,Yes
smishing,Confirmation Payment A 2199.99 for Canon EOS R6 Camera successful AMAZON 71817120GB5 Call us on XX XXXX-XXXX For dispute,No,No,Yes
spam,sad bt its gud i mean better than waiting for admission calls d,No,No,No
spam,get rs cashback on recharge of rs use code m  promocode linked to bhargavaaryanyahoocom  valid once per usercreditdebit card not valid for airtel users offer ends th nov tc apply,No,No,No
smishing,start a rewarding journey use code may  get flat rs cashback on your first transaction of rs or more valid till th may tchttpsfrchinmay,No,No,No
smishing,landmark rewards recently crossed  crore members thank you please see our changed points structure  httpgooglttygqu to opt out call,No,No,No
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",No,No,No
